cve_id,cve_href,cwe_id,vuln_type,publish_date,update_date,score,acces_level,access,complexity,authentication,confidentiality,integrity,availability,summary,github,refs
CVE-2005-4877,https://www.cvedetails.com/cve/CVE-2005-4877/,CWE-79,XSS,2005-12-31,2017-08-07,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in the login form (login.jsp) of the admin console in Openfire (formerly Wildfire) 2.3.0 Beta 2 allows remote attackers to inject arbitrary web script or HTML via Javascript events in the username parameter, a different vulnerability than CVE-2005-4876.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/44690', 'https://www.igniterealtime.org/issues/browse/JM-430']"
CVE-2005-4876,https://www.cvedetails.com/cve/CVE-2005-4876/,CWE-79,XSS,2005-12-31,2017-08-07,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in the login form (login.jsp) of the admin console in Openfire (formerly Wildfire) 2.2.2, and possibly other versions before 2.3.0 Beta 2, allows remote attackers to inject arbitrary web script or HTML via the username parameter, a different vulnerability than CVE-2005-4877.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/44689', 'https://www.igniterealtime.org/issues/browse/JM-430']"
CVE-2005-4875,https://www.cvedetails.com/cve/CVE-2005-4875/,CWE-200,+Info,2005-12-31,2017-08-07,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"TYPO3 3.8.0 and earlier allows remote attackers to obtain sensitive information via a direct request to misc/phpcheck/, which invokes the phpinfo function and prints values of unspecified environment variables.",[],"['http://bugs.typo3.org/view.php?id=1250', 'http://typo3.org/teams/security/security-bulletins/typo3-20050725-1/', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/42457']"
CVE-2005-4874,https://www.cvedetails.com/cve/CVE-2005-4874/,CWE-94,,2005-12-31,2017-08-07,4.3,None,Remote,Medium,Not required,Partial,None,None,"The XMLHttpRequest object in Mozilla 1.7.8 supports the HTTP TRACE method, which allows remote attackers to obtain (1) proxy authentication passwords via a request with a ""Max-Forwards: 0"" header or (2) arbitrary local passwords on the web server that hosts this object.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/41553', 'https://bugzilla.mozilla.org/show_bug.cgi?id=302489', 'https://bugzilla.mozilla.org/show_bug.cgi?id=297078']"
CVE-2005-4873,https://www.cvedetails.com/cve/CVE-2005-4873/,CWE-119,Exec Code Overflow,2005-12-31,2017-08-07,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"Multiple stack-based buffer overflows in the phpcups PHP module for CUPS 1.1.23rc1 might allow context-dependent attackers to execute arbitrary code via vectors that result in long function parameters, as demonstrated by the cups_get_dest_options function in phpcups.c.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/41497', 'https://www.cups.org/str.php?L1102']"
CVE-2005-4872,https://www.cvedetails.com/cve/CVE-2005-4872/,CWE-119,DoS Overflow,2005-12-31,2017-10-10,4.3,None,Remote,Medium,Not required,None,None,None,"Perl-Compatible Regular Expression (PCRE) library before 6.2 does not properly count the number of named capturing subpatterns, which allows context-dependent attackers to cause a denial of service (crash) via a regular expression with a large number of named subpatterns, which triggers a buffer overflow.  NOTE: this issue was originally subsumed by CVE-2006-7224, but that CVE has been REJECTED and split.",[],"['http://www.pcre.org/changelog.txt', 'http://www.securityfocus.com/bid/26462', 'https://www.redhat.com/support/errata/RHSA-2007-1052.html', 'http://www.novell.com/linux/security/advisories/2007_62_pcre.html', 'http://www.mandriva.com/security/advisories?name=MDVSA-2008:030', 'http://lists.opensuse.org/opensuse-security-announce/2008-01/msg00006.html', 'http://scary.beasts.org/security/CESA-2007-006.html', 'https://support.avaya.com/elmodocs2/security/ASA-2007-493.htm']"
CVE-2005-4871,https://www.cvedetails.com/cve/CVE-2005-4871/,CWE-264,,2005-12-31,2017-07-28,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Certain XML functions in IBM DB2 8.1 run with the privileges of DB2 instead of the logged-in user, which allows remote attackers to create or overwrite files via (1) XMLFileFromVarchar or (2) XMLFileFromClob, or read files via (3) XMLVarcharFromFile or (4) XMLClobFromFile.",[],"['http://www.securityfocus.com/bid/12170', 'https://marc.info/?l=bugtraq&m=110495620513954&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/18761']"
CVE-2005-4870,https://www.cvedetails.com/cve/CVE-2005-4870/,CWE-119,Exec Code Overflow,2005-12-31,2017-07-28,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Stack-based buffer overflows in the (1) xmlvarcharfromfile, (2) xmlclobfromfile, (3) xmlfilefromvarchar, and (4) xmlfilefromclob function calls in IBM DB2 8.1 allow remote attackers to execute arbitrary code via a 94-byte second argument, which causes the return address to be overwritten with a pointer to the argument.",[],"['http://www.nextgenss.com/advisories/db205012005H.txt', 'http://www.securityfocus.com/bid/11404', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/17617', 'https://marc.info/?l=bugtraq&m=110495554227717&w=2', 'http://www-1.ibm.com/support/docview.wss?uid=swg1IY62297']"
CVE-2005-4869,https://www.cvedetails.com/cve/CVE-2005-4869/,,DoS,2005-12-31,2017-07-28,2.1,None,Local,Low,Not required,None,None,None,"The (1) to_char and (2) to_date function in IBM DB2 8.1 allows local users to cause a denial of service (application crash) via an empty string in the second parameter, which causes a null pointer dereference.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/17614', 'http://www.securityfocus.com/bid/11400', 'http://www.nextgenss.com/advisories/db205012005G.txt', 'http://www-1.ibm.com/support/docview.wss?uid=swg1IY61781', 'https://marc.info/?l=bugtraq&m=110495483501494&w=2']"
CVE-2005-4868,https://www.cvedetails.com/cve/CVE-2005-4868/,CWE-200,DoS +Info,2005-12-31,2017-08-16,2.1,None,Local,Low,Not required,Partial,None,None,"Shared memory sections and events in IBM DB2 8.1 have default permissions of read and write for the Everyone group, which allows local users to gain unauthorized access, gain sensitive information, such as cleartext passwords, and cause a denial of service.",[],"['http://www.securityfocus.com/bid/11402', 'http://www.nextgenss.com/advisories/db205012005F.txt', 'https://marc.info/?l=bugtraq&m=110495402231836&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/17605']"
