cve_id,cve_href,cwe_id,vuln_type,publish_date,update_date,score,acces_level,access,complexity,authentication,confidentiality,integrity,availability,summary,github,refs
CVE-2011-5046,https://www.cvedetails.com/cve/CVE-2011-5046/,CWE-20,DoS Exec Code Mem. Corr.,2011-12-30,2018-10-12,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The Graphics Device Interface (GDI) in win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 does not properly validate user-mode input, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted data, as demonstrated by a large height attribute of an IFRAME element rendered by Safari, aka ""GDI Access Violation Vulnerability.""",[],"['http://www.us-cert.gov/cas/techalerts/TA12-045A.html', 'https://docs.microsoft.com/en-us/security-updates/securitybulletins/2012/ms12-008', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/71873', 'http://www.securitytracker.com/id?1026450', 'https://twitter.com/w3bd3vil/statuses/148454992989261824', 'https://www.exploit-db.com/exploits/18275']"
CVE-2011-5045,https://www.cvedetails.com/cve/CVE-2011-5045/,CWE-79,XSS,2011-12-30,2017-08-28,4.3,None,Remote,Medium,Not required,None,Partial,Partial,Cross-site scripting (XSS) vulnerability in details_view.php in PHP Booking Calendar 10e allows remote attackers to inject arbitrary web script or HTML via the page_info_message parameter.,[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/71883', 'http://archives.neohapsis.com/archives/bugtraq/2011-12/0124.html', 'https://sourceforge.net/tracker/?func=detail&aid=3469106&group_id=132702&atid=724998']"
CVE-2011-5044,https://www.cvedetails.com/cve/CVE-2011-5044/,CWE-264,Exec Code,2011-12-30,2017-08-28,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"SopCast 3.4.7.45585 uses weak permissions (Everyone:Full Control) for Diagnose.exe, which allows local users to execute arbitrary code by replacing Diagnose.exe with a Trojan horse program.",[],"['https://www.exploit-db.com/exploits/18201', 'http://www.zeroscience.mk/en/vulnerabilities/ZSL-2011-5062.php', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/71622']"
CVE-2011-5043,https://www.cvedetails.com/cve/CVE-2011-5043/,CWE-20,DoS Overflow,2011-12-30,2017-08-28,4.3,None,Remote,Medium,Not required,None,None,None,"TomatoSoft Free Mp3 Player 1.0 allows remote attackers to cause a denial of service (application crash) via a long string in an MP3 file, possibly a buffer overflow.",[],"['https://www.exploit-db.com/exploits/18254', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/71870']"
CVE-2011-5042,https://www.cvedetails.com/cve/CVE-2011-5042/,CWE-79,XSS,2011-12-30,2017-08-28,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in inc/lib/lib.base.php in SASHA 0.2.0 allows remote attackers to inject arbitrary web script or HTML via the instructors parameter.  NOTE: the original disclosure also mentions the section_title parameter, but this was disputed by the vendor and retracted by the original researcher.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/71874', 'https://sourceforge.net/apps/mantisbt/sasha/view.php?id=13', 'http://archives.neohapsis.com/archives/bugtraq/2011-12/0123.html', 'https://sasha.svn.sourceforge.net/viewvc/sasha/branches/SASHA_0.2/SASHA/inc/lib/lib.base.php?r1=95&r2=96&pathrev=96']"
CVE-2011-5041,https://www.cvedetails.com/cve/CVE-2011-5041/,CWE-79,XSS,2011-12-30,2017-08-28,4.3,None,Remote,Medium,Not required,None,Partial,Partial,Multiple cross-site scripting (XSS) vulnerabilities in Pulse Pro CMS 1.7.2 allow remote attackers to inject arbitrary web script or HTML via the (1) d parameter in a blocks action and (2) post_id parameter in an edit-post action to index.php.,[],"['http://packetstormsecurity.org/files/view/107830/pulsepro172-xss.txt', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/71798']"
CVE-2011-5040,https://www.cvedetails.com/cve/CVE-2011-5040/,CWE-79,XSS,2011-12-30,2017-08-28,4.3,None,Remote,Medium,Not required,None,Partial,Partial,Multiple cross-site scripting (XSS) vulnerabilities in Infoproject Biznis Heroj allow remote attackers to inject arbitrary web script or HTML via the config parameter to (1) nalozi_naslov.php and (2) widget.dokumenti_lista.php.,[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/71928', 'http://www.zeroscience.mk/en/vulnerabilities/ZSL-2011-5064.php', 'https://www.exploit-db.com/exploits/18259']"
CVE-2011-5039,https://www.cvedetails.com/cve/CVE-2011-5039/,CWE-89,Exec Code Sql,2011-12-30,2017-08-28,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Multiple SQL injection vulnerabilities in Infoproject Biznis Heroj allow remote attackers to execute arbitrary SQL commands via the (1) username and (2) password parameters to login.php, (3) the filter parameter to widget.dokumenti_lista.php, and (4) the fin_nalog_id parameter to nalozi_naslov.php.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/71927', 'http://www.zeroscience.mk/en/vulnerabilities/ZSL-2011-5065.php', 'http://www.zeroscience.mk/en/vulnerabilities/ZSL-2011-5064.php', 'https://www.exploit-db.com/exploits/18259']"
CVE-2011-5038,https://www.cvedetails.com/cve/CVE-2011-5038/,CWE-89,Exec Code Sql,2011-12-30,2017-08-28,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,SQL injection vulnerability in hitCode hitAppoint 4.5.17 and possibly earlier allows remote attackers to execute arbitrary SQL commands via the username parameter to index.php.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.,[],['https://exchange.xforce.ibmcloud.com/vulnerabilities/71740']
CVE-2011-5037,https://www.cvedetails.com/cve/CVE-2011-5037/,CWE-20,DoS,2011-12-29,2012-11-06,5.0,None,Remote,Low,Not required,None,None,None,"Google V8 computes hash values for form parameters without restricting the ability to trigger hash collisions predictably, which allows remote attackers to cause a denial of service (CPU consumption) by sending many crafted parameters, as demonstrated by attacks against Node.js.",[],"['http://archives.neohapsis.com/archives/bugtraq/2011-12/0181.html', 'https://www.nruns.com/_downloads/advisory28122011.pdf', 'https://www.kb.cert.org/vuls/id/903934', 'http://www.ocert.org/advisories/ocert-2011-003.html']"
CVE-2011-5036,https://www.cvedetails.com/cve/CVE-2011-5036/,CWE-310,DoS,2011-12-29,2013-10-30,5.0,None,Remote,Low,Not required,None,None,None,"Rack before 1.1.3, 1.2.x before 1.2.5, and 1.3.x before 1.3.6 computes hash values for form parameters without restricting the ability to trigger hash collisions predictably, which allows remote attackers to cause a denial of service (CPU consumption) by sending many crafted parameters.",[],"['https://www.nruns.com/_downloads/advisory28122011.pdf', 'http://archives.neohapsis.com/archives/bugtraq/2011-12/0181.html', 'https://www.debian.org/security/2013/dsa-2783', 'http://www.ocert.org/advisories/ocert-2011-003.html', 'https://www.kb.cert.org/vuls/id/903934']"
